fullName,states,latitude,longitude,designation,parkCode,activities,entranceFees
Organ Pipe Cactus National Monument,AZ,32.03585543,-112.8573314,National Monument,orpi,"Auto and ATV,Scenic Driving,Astronomy,Stargazing,Biking,Road Biking,Camping,Backcountry Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),Group Camping,RV Camping,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Backcountry Hiking,Front-Country Hiking,Off-Trail Permitted Hiking,Horse Trekking,Horse Camping (see also camping),Horseback Riding,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",25.00
Overmountain Victory National Historic Trail,"NC,SC,TN,VA",35.14044,-81.377,National Historic Trail,ovvi,"Auto and ATV,Scenic Driving,Biking,Mountain Biking,Road Biking,Guided Tours,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Oxon Cove Park & Oxon Hill Farm,MD,38.80578214,-77.01131457,,oxhi,"Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store",
Ozark National Scenic Riverways,MO,37.13968894,-91.25709817,National Scenic Riverways,ozar,"Auto and ATV,Scenic Driving,Astronomy,Stargazing,Boating,Motorized Boating,Camping,Backcountry Camping,Canoe or Kayak Camping,Car or Front Country Camping,Group Camping,RV Camping,Caving,Fishing,Freshwater Fishing,Fly Fishing,Guided Tours,Hiking,Backcountry Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Hunting and Gathering,Gathering and Foraging,Hunting,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Stand Up Paddleboarding,Junior Ranger Program,Playground,Tubing,River Tubing,Swimming,Freshwater Swimming,Wildlife Watching,Birdwatching,Park Film,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Padre Island National Seashore,TX,27.05381186,-97.35901135,National Seashore,pais,"Arts and Culture,Auto and ATV,Auto Off-Roading,Astronomy,Stargazing,Biking,Boating,Camping,Backcountry Camping,Car or Front Country Camping,RV Camping,Fishing,Saltwater Fishing,Paddling,Canoeing,Kayaking,Junior Ranger Program,Swimming,Saltwater Swimming,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",25.00
Palo Alto Battlefield National Historical Park,TX,26.02387351,-97.46296072,National Historical Park,paal,"Arts and Culture,Cultural Demonstrations,Biking,Road Biking,Guided Tours,Self-Guided Tours - Walking,Hiking,Living History,Historic Weapons Demonstration,First Person Interpretation,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Paterson Great Falls National Historical Park,NJ,40.91584645,-74.18021494,National Historical Park,pagr,"Arts and Culture,Cultural Demonstrations,Food,Dining,Guided Tours,Junior Ranger Program",
Pea Ridge National Military Park,AR,36.45438033,-94.03468357,National Military Park,peri,"Biking,Road Biking,Guided Tours,Self-Guided Tours - Auto,Hiking,Horse Trekking,Horseback Riding,Living History,Historic Weapons Demonstration,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Pearl Harbor National Memorial,HI,21.3670699388,-157.938578898,National Memorial,valr,"Guided Tours,Self-Guided Tours - Auto,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Pecos National Historical Park,NM,35.54192238,-105.6814684,National Historical Park,peco,"Arts and Culture,Cultural Demonstrations,Fishing,Fly Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Front-Country Hiking,Junior Ranger Program,Museum Exhibits,Shopping,Bookstore and Park Store",
Pennsylvania Avenue,DC,38.89426856,-77.02506554,,paav,"Guided Tours,Junior Ranger Program",
Perry's Victory & International Peace Memorial,OH,41.65449782,-82.8115794,Memorial,pevi,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Live Music,Astronomy,Stargazing,Biking,Boating,Fishing,Freshwater Fishing,Living History,Historic Weapons Demonstration,First Person Interpretation,Paddling,Canoeing,Kayaking,Stand Up Paddleboarding,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits",10.00
Petersburg National Battlefield,VA,37.19109957,-77.47594865,National Battlefield,pete,"Auto and ATV,Scenic Driving,Biking,Mountain Biking,Road Biking,Fishing,Freshwater Fishing,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Junior Ranger Program,Shopping,Bookstore and Park Store",
Petrified Forest National Park,AZ,34.98387664,-109.7877678,National Park,pefo,"Arts and Culture,Cultural Demonstrations,Auto and ATV,Scenic Driving,Astronomy,Stargazing,Biking,Road Biking,Camping,Backcountry Camping,Horse Camping (see also Horse/Stock Use),Compass and GPS,Geocaching,Orienteering,Food,Dining,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hands-On,Citizen Science,Hiking,Backcountry Hiking,Front-Country Hiking,Off-Trail Permitted Hiking,Horse Trekking,Horse Camping (see also camping),Horseback Riding,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",25.00
Petroglyph National Monument,NM,35.13915998,-106.7491456,National Monument,petr,"Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Shopping,Bookstore and Park Store",
Pictured Rocks National Lakeshore,MI,46.56435642,-86.31628733,National Lakeshore,piro,"Auto and ATV,Scenic Driving,Astronomy,Stargazing,Biking,Road Biking,Boating,Motorized Boating,Jet Skiing,Boat Tour,Camping,Backcountry Camping,Canoe or Kayak Camping,Car or Front Country Camping,Group Camping,RV Camping,Climbing,Ice Climbing,Fishing,Freshwater Fishing,Fly Fishing,Food,Picnicking,Guided Tours,Boat Tour,Hands-On,Volunteer Vacation,Hiking,Backcountry Hiking,Front-Country Hiking,Hunting and Gathering,Hunting,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Stand Up Paddleboarding,Junior Ranger Program,SCUBA Diving,Skiing,Cross-Country Skiing,Snow Play,Snowmobiling,Snowshoeing,Swimming,Freshwater Swimming,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store",25.00
Pinnacles National Park,CA,36.49029208,-121.1813607,National Park,pinn,"Astronomy,Stargazing,Biking,Road Biking,Camping,Car or Front Country Camping,Group Camping,RV Camping,Caving,Climbing,Rock Climbing,Food,Picnicking,Hands-On,Citizen Science,Volunteer Vacation,Hiking,Backcountry Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",30.00
Pipe Spring National Monument,AZ,36.86282666,-112.7398567,National Monument,pisp,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Astronomy,Stargazing,Camping,Car or Front Country Camping,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Arts and Crafts,Hiking,Front-Country Hiking,Living History,Junior Ranger Program,Park Film,Shopping,Bookstore and Park Store",10.00
Pipestone National Monument,MN,44.01351958,-96.32475523,National Monument,pipe,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Snowshoeing,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Gift Shop and Souvenirs",
Piscataway Park,MD,38.6929,-77.067,Park,pisc,"Boating,Fishing",
Point Reyes National Seashore,CA,38.05511241,-122.8797804,National Seashore,pore,"Biking,Camping,Backcountry Camping,Canoe or Kayak Camping,Fishing,Food,Picnicking,Guided Tours,Hiking,Horse Trekking,Horseback Riding,Paddling,Kayaking,Junior Ranger Program,Wildlife Watching,Park Film,Shopping,Bookstore and Park Store",
Pony Express National Historic Trail,"CA,CO,KS,MO,NE,NV,UT,WY",42.2365761128,-109.266148417,National Historic Trail,poex,"Auto and ATV,Scenic Driving,Guided Tours,Self-Guided Tours - Auto,Hiking,Horse Trekking,Horseback Riding,Living History,Reenactments,Junior Ranger Program,Museum Exhibits",
Port Chicago Naval Magazine National Memorial,CA,38.05685472,-122.0301603,National Memorial,poch,"Guided Tours,Park Film",
Potomac Heritage National Scenic Trail,"DC,MD,PA,VA",39.15060133,-77.52301085,National Scenic Trail,pohe,"Biking,Camping,Hiking,Paddling,Junior Ranger Program,Wildlife Watching",
Poverty Point National Monument,LA,32.6424361,-91.40829834,National Monument,popo,"Guided Tours,Self-Guided Tours - Walking,Hiking,Museum Exhibits",
President William Jefferson Clinton Birthplace Home National Historic Site,AR,33.66758356,-93.59641868,National Historic Site,wicl,"Food,Picnicking,Guided Tours,Junior Ranger Program,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Presidio of San Francisco,CA,37.797,-122.4671,,prsf,"Arts and Culture,Biking,Golf,Guided Tours,Self-Guided Tours - Walking,Hiking,Front-Country Hiking,Wildlife Watching,Birdwatching,Museum Exhibits",
Prince William Forest Park,VA,38.58589108,-77.38910997,Park,prwi,"Arts and Culture,Biking,Mountain Biking,Road Biking,Camping,Backcountry Camping,Car or Front Country Camping,Group Camping,RV Camping,Compass and GPS,Orienteering,Fishing,Freshwater Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Volunteer Vacation,Hiking,Backcountry Hiking,Front-Country Hiking,Hunting and Gathering,Junior Ranger Program,Playground,Wildlife Watching,Park Film,Shopping,Bookstore and Park Store",20.00
Pullman National Historical Park,IL,41.69429163,-87.60873824,National Historical Park,pull,"Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Park Film,Museum Exhibits,Shopping,Gift Shop and Souvenirs",
Puʻuhonua o Hōnaunau National Historical Park,HI,19.41268627,-155.9008789,National Historical Park,puho,"Arts and Culture,Cultural Demonstrations,Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Junior Ranger Program,Snorkeling,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store",20.00
Puʻukoholā Heiau National Historic Site,HI,20.02772186,-155.8211629,National Historic Site,puhe,"Arts and Culture,Craft Demonstrations,Camping,Fishing,Guided Tours,Self-Guided Tours - Walking,Hiking,Junior Ranger Program,Wildlife Watching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Rainbow Bridge National Monument,UT,37.0779,-110.9655,National Monument,rabr,"Boating,Boat Tour,Guided Tours,Boat Tour,Hiking,Junior Ranger Program",
Reconstruction Era National Historical Park,SC,32.3868598938,-80.6511077881,National Historical Park,reer,"Guided Tours,Self-Guided Tours - Walking,Hiking,Junior Ranger Program,Shopping,Bookstore and Park Store",
Redwood National and State Parks,CA,41.37237268,-124.0318129,National and State Parks,redw,"Arts and Culture,Cultural Demonstrations,Auto and ATV,Scenic Driving,Biking,Mountain Biking,Road Biking,Camping,Backcountry Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),RV Camping,Fishing,Saltwater Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Backcountry Hiking,Front-Country Hiking,Horse Trekking,Horse Camping (see also camping),Horseback Riding,Paddling,Canoeing,Kayaking,Stand Up Paddleboarding,Whitewater Rafting,Junior Ranger Program,Surfing,Swimming,Saltwater Swimming,Wildlife Watching,Birdwatching,Park Film,Shopping,Bookstore and Park Store",
Richmond National Battlefield Park,VA,37.48774472,-77.29107785,National Battlefield Park,rich,"Guided Tours,Self-Guided Tours - Walking,Hiking,Living History,Historic Weapons Demonstration,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Rio Grande Wild & Scenic River,TX,29.881,-102.3188,Wild & Scenic River,rigr,"Boating,Boat Tour,Camping,Backcountry Camping,Canoe or Kayak Camping,Fishing,Food,Dining,Hiking,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Wildlife Watching,Birdwatching",30.00
River Raisin National Battlefield Park,MI,41.91291085,-83.37620464,National Battlefield Park,rira,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Live Music,Theater,Auto and ATV,Scenic Driving,Biking,Road Biking,Compass and GPS,Geocaching,Fishing,Freshwater Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hands-On,Citizen Science,Arts and Crafts,Volunteer Vacation,Hiking,Front-Country Hiking,Living History,Reenactments,Historic Weapons Demonstration,First Person Interpretation,Paddling,Canoeing,Kayaking,Junior Ranger Program,Team Sports,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Rock Creek Park,DC,38.95125063,-77.05002838,Park,rocr,"Arts and Culture,Live Music,Auto and ATV,Scenic Driving,Astronomy,Planetarium,Biking,Fishing,Food,Picnicking,Golf,Guided Tours,Self-Guided Tours - Walking,Hiking,Horse Trekking,Horseback Riding,Paddling,Canoeing,Kayaking,Junior Ranger Program,Playground,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Rocky Mountain National Park,CO,40.3556924,-105.6972879,National Park,romo,"Arts and Culture,Auto and ATV,Scenic Driving,Astronomy,Stargazing,Camping,Backcountry Camping,Car or Front Country Camping,Group Camping,RV Camping,Climbing,Fishing,Hiking,Junior Ranger Program,Skiing,Cross-Country Skiing,Snow Play,Snowshoeing,Wildlife Watching,Park Film,Shopping,Bookstore and Park Store",30.00
Roger Williams National Memorial,RI,41.8298955,-71.41056665,National Memorial,rowi,"Arts and Culture,Cultural Demonstrations,Live Music,Food,Guided Tours,Self-Guided Tours - Walking,Living History,First Person Interpretation,Junior Ranger Program,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Roosevelt Campobello International Park,ME,44.8736,-66.9621,International Park,roca,Museum Exhibits,
Rosie the Riveter WWII Home Front National Historical Park,CA,37.90999027,-122.360156,National Historical Park,rori,"Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Living History,Junior Ranger Program,Park Film,Museum Exhibits",
Russell Cave National Monument,AL,34.97402063,-85.81560314,National Monument,ruca,"Guided Tours,Hiking,Front-Country Hiking,Living History,Historic Weapons Demonstration,Junior Ranger Program,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store",
Sagamore Hill National Historic Site,NY,40.88579128,-73.49686438,National Historic Site,sahi,"Arts and Culture,Craft Demonstrations,Live Music,Astronomy,Biking,Road Biking,Compass and GPS,Geocaching,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Citizen Science,Arts and Crafts,Hiking,Front-Country Hiking,Living History,Reenactments,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Saguaro National Park,AZ,32.20909636,-110.7574974,National Park,sagu,"Arts and Culture,Auto and ATV,Scenic Driving,Astronomy,Stargazing,Biking,Camping,Backcountry Camping,Guided Tours,Hiking,Backcountry Hiking,Front-Country Hiking,Junior Ranger Program,Park Film",25.00
Saint Croix Island International Historic Site,ME,45.12858838,-67.13363651,International Historic Site,sacr,"Paddling,Junior Ranger Program,Wildlife Watching",
Saint Croix National Scenic Riverway,"WI,MN",45.70019235,-92.36126685,National Scenic Riverway,sacn,"Boating,Motorized Boating,Camping,Canoe or Kayak Camping,Fishing,Freshwater Fishing,Fly Fishing,Hands-On,Citizen Science,Hiking,Hunting and Gathering,Hunting,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Junior Ranger Program,Tubing,Wildlife Watching,Birdwatching,Park Film",
Saint Paul's Church National Historic Site,NY,40.89283511,-73.82577276,National Historic Site,sapa,"Arts and Culture,Live Music,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Arts and Crafts,Museum Exhibits",
Saint-Gaudens National Historical Park,NH,43.4997238,-72.37333969,National Historical Park,saga,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Live Music,Theater,Astronomy,Stargazing,Food,Picnicking,Guided Tours,Hands-On,Citizen Science,Arts and Crafts,Hiking,Front-Country Hiking,Junior Ranger Program,Skiing,Cross-Country Skiing,Snow Play,Snowshoeing,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",10.00
Salem Maritime National Historical Park,MA,42.52024529,-70.88640867,National Historical Park,sama,"Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Salinas Pueblo Missions National Monument,NM,34.35423203,-106.2050309,National Monument,sapu,"Astronomy,Stargazing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Salt River Bay National Historical Park and Ecological Preserve,VI,17.77908602,-64.75519348,National Historical Park and Ecological Preserve,sari,"Paddling,Kayaking,SCUBA Diving,Snorkeling,Swimming,Saltwater Swimming,Museum Exhibits",
San Antonio Missions National Historical Park,TX,29.31262089,-98.4289522,National Historical Park,saan,"Arts and Culture,Biking,Road Biking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
San Francisco Maritime National Historical Park,CA,37.81005871,-122.4244415,National Historical Park,safr,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Live Music,Boating,Sailing,Boat Tour,Guided Tours,Self-Guided Tours - Walking,Boat Tour,Hands-On,Arts and Crafts,Living History,First Person Interpretation,Junior Ranger Program,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
San Juan Island National Historical Park,WA,48.51241933,-123.0610277,National Historical Park,sajh,"Arts and Culture,Cultural Demonstrations,Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Hunting and Gathering,Gathering and Foraging,Living History,Reenactments,Historic Weapons Demonstration,First Person Interpretation,Paddling,Kayaking,Junior Ranger Program,Swimming,Saltwater Swimming,Wildlife Watching,Birdwatching,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
San Juan National Historic Site,PR,18.46873857,-66.11848623,National Historic Site,saju,"Arts and Culture,Food,Picnicking,Guided Tours,Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Shopping,Bookstore and Park Store",10.00
Sand Creek Massacre National Historic Site,CO,38.56414189,-102.5169542,National Historic Site,sand,"Guided Tours,Hiking,Wildlife Watching,Birdwatching,Shopping,Bookstore and Park Store",
Santa Fe National Historic Trail,"CO,KS,MO,NM,OK",37.7276522226,-99.921969227,National Historic Trail,safe,"Arts and Culture,Theater,Auto and ATV,Scenic Driving,Guided Tours,Self-Guided Tours - Auto,Hiking,Junior Ranger Program,Museum Exhibits",
Santa Monica Mountains National Recreation Area,CA,34.09777606,-118.7708619,National Recreation Area,samo,"Biking,Mountain Biking,Camping,Car or Front Country Camping,Climbing,Rock Climbing,Compass and GPS,Geocaching,Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Junior Ranger Program,Shopping,Bookstore and Park Store",
Saratoga National Historical Park,NY,42.99522612,-73.63386108,National Historical Park,sara,"Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Live Music,Auto and ATV,Scenic Driving,Biking,Road Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Junior Ranger Program,Tubing,Snow Tubing,Skiing,Cross-Country Skiing,Snow Play,Snowshoeing,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Saugus Iron Works National Historic Site,MA,42.46830664,-71.0076953,National Historic Site,sair,"Guided Tours,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Scotts Bluff National Monument,NE,41.83464193,-103.7071351,National Monument,scbl,"Arts and Culture,Cultural Demonstrations,Auto and ATV,Scenic Driving,Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Backcountry Hiking,Front-Country Hiking,Living History,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Selma To Montgomery National Historic Trail,AL,32.27082092,-86.72823702,National Historic Trail,semo,"Guided Tours,Self-Guided Tours - Walking,Hands-On,Volunteer Vacation,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Sequoia & Kings Canyon National Parks,CA,36.71277299,-118.587429,National Parks,seki,"Auto and ATV,Scenic Driving,Astronomy,Stargazing,Camping,Backcountry Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),Group Camping,RV Camping,Caving,Climbing,Rock Climbing,Fishing,Freshwater Fishing,Fly Fishing,Food,Dining,Picnicking,Guided Tours,Hands-On,Citizen Science,Hiking,Backcountry Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Junior Ranger Program,Skiing,Cross-Country Skiing,Snow Play,Snowshoeing,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",35.00
Shenandoah National Park,VA,38.49236644,-78.46907715,National Park,shen,"Auto and ATV,Scenic Driving,Astronomy,Stargazing,Biking,Road Biking,Camping,Backcountry Camping,Car or Front Country Camping,Group Camping,RV Camping,Climbing,Rock Climbing,Compass and GPS,Geocaching,Fishing,Food,Dining,Picnicking,Hands-On,Citizen Science,Hiking,Horse Trekking,Horseback Riding,Hunting and Gathering,Gathering and Foraging,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",30.00
Shiloh National Military Park,"TN,MS",35.13850907,-88.3421072,National Military Park,shil,"Arts and Culture,Cultural Demonstrations,Auto and ATV,Scenic Driving,Biking,Road Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Living History,Historic Weapons Demonstration,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Sitka National Historical Park,AK,57.04718173,-135.3156876,National Historical Park,sitk,"Arts and Culture,Craft Demonstrations,Fishing,Food,Picnicking,Guided Tours,Hands-On,Citizen Science,Hiking,Hunting and Gathering,Gathering and Foraging,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits",
Sleeping Bear Dunes National Lakeshore,MI,44.92844962,-86.02706591,National Lakeshore,slbe,"Auto and ATV,Scenic Driving,Astronomy,Stargazing,Biking,Camping,Backcountry Camping,Group Camping,Fishing,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Hunting and Gathering,Hunting,Paddling,Canoeing,Kayaking,Junior Ranger Program,Tubing,Skiing,Cross-Country Skiing,Snowshoeing,Swimming,Freshwater Swimming,Wildlife Watching,Birdwatching,Shopping,Bookstore and Park Store",25.00
Springfield 1908 Race Riot National Monument,IL,39.8027,-89.6422,National Monument,spra,,
Springfield Armory National Historic Site,MA,42.1086368,-72.57967415,National Historic Site,spar,"Cultural Demonstrations,Guided Tours,Historic Weapons Demonstration,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Star-Spangled Banner National Historic Trail,"MD,VA,DC",39.2872505188,-76.6034317017,National Historic Trail,stsp,"Arts and Culture,Cultural Demonstrations,Live Music,Biking,Mountain Biking,Road Biking,Boating,Sailing,Camping,Canoe or Kayak Camping,Car or Front Country Camping,RV Camping,Compass and GPS,Geocaching,Fishing,Freshwater Fishing,Fly Fishing,Saltwater Fishing,Food,Dining,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Living History,Reenactments,Historic Weapons Demonstration,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Stand Up Paddleboarding,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Statue Of Liberty National Monument,NY,40.6898,-74.0451,National Monument,stli,"Food,Dining,Picnicking,Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Ste. Geneviève National Historical Park,MO,37.9792171421,-90.0432157516,National Historical Park,stge,"Arts and Culture,Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Museum Exhibits,Shopping,Bookstore and Park Store",
Steamtown National Historic Site,PA,41.40757521,-75.67037255,National Historic Site,stea,"Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs",
Stones River National Battlefield,TN,35.87608652,-86.43078399,National Battlefield,stri,"Arts and Culture,Cultural Demonstrations,Theater,Biking,Road Biking,Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hands-On,Arts and Crafts,Hiking,Living History,Historic Weapons Demonstration,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Stonewall National Monument,NY,40.7337799072,-74.0006866455,National Monument,ston,"Guided Tours,Self-Guided Tours - Walking,Museum Exhibits",
Sunset Crater Volcano National Monument,AZ,35.37114323,-111.510376,National Monument,sucr,"Astronomy,Stargazing,Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",25.00
Tallgrass Prairie National Preserve,KS,38.44023613,-96.5670822,National Preserve,tapr,"Arts and Culture,Cultural Demonstrations,Astronomy,Stargazing,Fishing,Freshwater Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Hiking,Backcountry Hiking,Front-Country Hiking,Living History,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Shopping,Bookstore and Park Store",
Thaddeus Kosciuszko National Memorial,PA,39.94345312,-75.14732045,National Memorial,thko,"Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program",
The White House and President's Park,DC,38.89541886,-77.03654147,,whho,"Arts and Culture,Live Music,Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store",
Theodore Roosevelt Birthplace National Historic Site,NY,40.7386469,-73.98903703,National Historic Site,thrb,"Guided Tours,Junior Ranger Program",
Theodore Roosevelt Inaugural National Historic Site,NY,42.90146781,-78.87248411,National Historic Site,thri,"Arts and Culture,Food,Guided Tours,Self-Guided Tours - Walking,Hands-On,Living History,First Person Interpretation,Junior Ranger Program,Park Film,Museum Exhibits",12.00
Theodore Roosevelt Island,DC,38.89584162,-77.06241918,,this,"Guided Tours,Self-Guided Tours - Walking,Hiking,Paddling,Canoeing,Kayaking,Wildlife Watching,Birdwatching",
